dt,feedback_text_en
2019-04-05,"Good day I have seen that I paid you 50.-Fr too much. I wanted to ask when I will receive the refund. Best regards, xxx"
2019-03-17,Could I get a copy of the invoice so that I can put it in our accounting system? merci
2019-03-21,"Hello, I would like to return both articles from your partner xxx from my last order, as both of them are unfortunately too small: xxx Unfortunately, I can not enter the return for these two articles online. All items came in the same package. Can I also send these back? Thank you and best regards, xxx"
2019-03-17,"Hello, I wanted to inform me if my return has already arrived at your place? She was shipped last week. Greetings xxx Pirkl"
2019-04-02,"Hello, I sent 3 things on Monday the 1.4.xxxx but have not entered into my account the things. Have only now in my account I sent back sent. Is that still ok"
2019-04-17,"Hello, I would like to have a return label for the two Mavi jeans from the above order. Thank you!"
2019-03-17,"Hello, I have been waiting for my refund since January. When will I get these? Greetings xxx customs"
2019-03-21,"Dear ladies and gentlemen, about 12.03.xxxx I contacted the customer service, because my account has an open amount of 5.00 reminder fee. This amount should be deleted, according to customer service. To date, no deletion has occurred. I ask for deletion of the reminder fee. MfG xxx"
2019-03-21,"Hi, the shirt is at least 5 cm shorter after only 1x wash and actually not wearable"
2019-04-09,"Hello xxx team, I have just received an e-mail that my return has arrived &amp; my invoice amount is less. However, I transferred too much on Sunday 07.07.19. LG"
2019-04-10,"Dear xxx-Team, In principle, the above-mentioned jeans are a very nice and well-fitting pants. Unfortunately, these jeans have a defect with the seams on the outsides of the pants. After washing once or twice, they are very light, almost white. This does not look nice, so I can not wear these pants in the office any more. Since I have already bought these pants before and the other pants did not have this defect, I assume a manufacturing error. I am happy to send you pictures as well. Thank you in advance. Greetings xxx"
2019-04-15,"Hello, the stitching of the sewn-on leather label on the back of the jeans dissolves in the back. There is also a small hole there. The jeans were only worn once and washed. MfG xxx"
2019-03-10,"Dear Ladies and Gentlemen, I am still waiting for the credit of the amount of 63.95 €, which I had paid you for the reduced article xxxxxxxxx-C11 on 11.02.xxxx. Since I did not like the article, it was returned. The refund is still pending and I have already been assured by phone. Unfortunately so far without payment. I ask you to edit the process in a timely manner, because the article has already been re-booked in your warehouse. Thank you very much! Sincerely, xxx"
2019-03-28,"Dear Ladies and Gentlemen, I have only now - by the mail to pay the outstanding bill - noticed that I must specify here, if I send something back. I have the pants with the above item on February 22 sent back. I hope the return has arrived anyway. Sincerely, xxx"
2019-03-17,"Dear xxx-Team, On 07.03.xxxx I received the above mentioned order concerning a reminder from you. Of the above order, I have only kept one item and that the &quot;Morgan MOJO - Knit Sweater - marine&quot;. All other items I sent back to you in a package. The invoice amount of € 44.95 I have just paid by online banking transfer. Please recheck my return. The article with the article number &quot;xxxxxxxxx-xxxxxxxxxf&quot; (Freya xxxxxx xxxxxx BRA - underwire bra - black &quot;I have sent back to you.) Thank you for a feedback MFG xxx"
2019-04-01,"I would need a return kit for the package (the two Guess tops), I can not find mine anymore. Thank you"
2019-04-26,"Fast delivery, however, I do not like the zahlmetode with klarna! Repayments take a long time."
2019-04-08,"Herewith I would like to complain about the above topic. The article I have already ordered the second mail and now again under the right arm, a large crack has arisen. I ask you therefore to send me a corresponding return label so that I can return the damaged item to you. Sincerely Christian xxx"
2019-04-09,"Hello, I would like to send the article back to you. But there was no return slip, but only the return adhesive. thank you very much"
2019-04-23,"Hello, Unfortunately today I received a payment remission from you of these articles which I sent back 10 days ago must be a mistake, but I do not want to pay what I have not honestly!"
2019-05-06,The delivery is fast and well packed. The pants are as expected. Everything great.
2019-03-17,"Hello, The xxx pants slowly dissolve after less than a year. I ask for exchange. Yours sincerely"
2019-04-25,"Hello, I am very annoyed because I received a reminder for an amount that I already paid! I have paid the item a while ago and got the money back a few days ago and shortly thereafter a contribution of 91.75 (probably € 2 xxx of the reminder) and I am annoyed because they have made a mistake and I have to take the cost and time ....?!"
2019-04-10,Good day. Unfortunately I had to confirm with your returns confirmation that something went wrong. The xxx shirt was billed although I sent it back. The shirt in L anyway the shirt and xxx was sent back. This order only has the following items: The Esprit Shirt in size L and the Dickies Shirt Size L The rest was sent back to you. Please check.
2019-04-19,"Dear xxx Team, I am so desperate. After my yesterday ordered voucher did not arrive by mail and also can not print out, this was canceled by a nice colleague and deactivated. Full of optimism, I have now once again ordered a personalized voucher. unfortunately I have the same problem. I do not receive an order confirmation and the voucher by mail, nor can I download it. So please cancel this voucher, disable it and refund me the money. I think I leave that with the voucher once. I do not know why. Many thanks and best regards xxx"
2019-04-09,"Dear xxx team, on my order xxx, Article xxxxxx - Business Schnürer - black, the lanyard is damaged. Although I wear the shoes relatively rarely (I wear more often also in your January with order xxx shipped xxx shoes), the shoelace is almost completely torn. What options are there? I am happy to send pictures of the damage. Thank you xxx"
